,0
NTRS_returns_volatility,0.02847658291655599
AVY_returns_volatility,0.024862344603037406
AFL_returns_volatility,0.023224745008377217
REGN_returns_volatility,0.03881253940039871
DAL_returns_volatility,0.038449776333212685
COO_returns_volatility,0.02429762448961357
CME_returns_volatility,0.023596324268771375
BK_returns_volatility,0.02599266781544054
O_returns_volatility,0.025411517736644955
T_returns_volatility,0.02197251577888101
PAYX_returns_volatility,0.020519146685729447
VMC_returns_volatility,0.03231440185867272
LUMN_returns_volatility,0.036254019061890394
APA_returns_volatility,0.06039673040727758
MSFT_returns_volatility,0.024237353437144397
HAL_returns_volatility,0.04495633545910948
ALK_returns_volatility,0.03978984047558483
AKAM_returns_volatility,0.03186695200307181
APTV_returns_volatility,0.0386481406084419
C_returns_volatility,0.03167001178448862
CMCSA_returns_volatility,0.024895933023488748
KDP_returns_volatility,0.050257642562164445
MPWR_returns_volatility,0.03231221507352886
A_returns_volatility,0.02613195755151586
MLM_returns_volatility,0.03286684358962975
SCHW_returns_volatility,0.031905289720556715
PEG_returns_volatility,0.019993751768665528
NVDA_returns_volatility,0.04406316666999068
PPG_returns_volatility,0.025567608777913763
GPN_returns_volatility,0.030267634105145495
CFG_returns_volatility,0.03566353629705648
HST_returns_volatility,0.034167253430202285
MU_returns_volatility,0.0545845630622331
DVN_returns_volatility,0.052898616036585994
TMUS_returns_volatility,0.026561063663028378
UHS_returns_volatility,0.031543341464473365
ABBV_returns_volatility,0.028519004887495453
RCL_returns_volatility,0.05025334677108955
SNPS_returns_volatility,0.024780787636003374
BF-B_returns_volatility,0.022941727803199474
PNC_returns_volatility,0.025556860476147695
EQIX_returns_volatility,0.02382249716579084
BR_returns_volatility,0.022892784776742302
CSCO_returns_volatility,0.022635206095233885
CRM_returns_volatility,0.031637713675870115
EQT_returns_volatility,0.04760208140293588
FIS_returns_volatility,0.023897219237834336
ANET_returns_volatility,0.04240823761459005
EXPD_returns_volatility,0.022635127652584904
TRMB_returns_volatility,0.033329993949931996
