,0
MMM_returns_volatility,0.021822954842860905
AOS_returns_volatility,0.027851265624668553
ABT_returns_volatility,0.020890610553631197
ABBV_returns_volatility,0.02855551588403131
ABMD_returns_volatility,0.04688629659060328
ACN_returns_volatility,0.02047172483158124
ATVI_returns_volatility,0.03251517965961043
ADM_returns_volatility,0.024228881916459808
ADBE_returns_volatility,0.028820651763865817
ADP_returns_volatility,0.02131547954755432
AAP_returns_volatility,0.033356488078840715
AES_returns_volatility,0.03082739327850125
AFL_returns_volatility,0.023236803391486757
A_returns_volatility,0.02602803849480482
APD_returns_volatility,0.023279900363559057
AKAM_returns_volatility,0.03190205705215963
ALK_returns_volatility,0.039346674327739105
ALB_returns_volatility,0.040073409523360075
ARE_returns_volatility,0.022518509553273773
ALGN_returns_volatility,0.041904326761122684
ALLE_returns_volatility,0.023878517269912268
LNT_returns_volatility,0.019384810516798023
ALL_returns_volatility,0.020279088637616037
GOOGL_returns_volatility,0.02633573151580848
GOOG_returns_volatility,0.026002181140343056
MO_returns_volatility,0.02103309802489742
AMZN_returns_volatility,0.029873109883946786
AMCR_returns_volatility,0.023463027334723153
AMD_returns_volatility,0.06067024628023437
AEE_returns_volatility,0.018781334903333766
AAL_returns_volatility,0.05310103597397903
AEP_returns_volatility,0.01896242300273132
AXP_returns_volatility,0.027427771532043878
AIG_returns_volatility,0.03021838168706884
AMT_returns_volatility,0.0231439716393345
AWK_returns_volatility,0.018973924910686342
AMP_returns_volatility,0.028781315906221145
ABC_returns_volatility,0.027626552890977162
AME_returns_volatility,0.02278382924245077
AMGN_returns_volatility,0.02447326306868894
APH_returns_volatility,0.02230636898921925
ADI_returns_volatility,0.0291786321839228
ANSS_returns_volatility,0.025820077704875294
AON_returns_volatility,0.020102484347037333
APA_returns_volatility,0.06018355844428202
AAPL_returns_volatility,0.02420049025291288
AMAT_returns_volatility,0.03681541842304169
APTV_returns_volatility,0.03845197970249244
ACGL_returns_volatility,0.021605775223264508
ANET_returns_volatility,0.042247543530109434
AJG_returns_volatility,0.01839082963895382
AIZ_returns_volatility,0.024582754211568584
